ticker,yf_ticker,company_name,sasb_sector,truvalue_rating,sa_risk,sa_band,iss_descriptor,tri_pass_votes,tri_fail_votes,triangulation_result,stage1_pass,fossil_flag,hard_excluded,watchlist,watchlist_reason,esg_rank,in_house_z,in_house_pct,E_score,S_score,G_score,ESG_score,carbon_intensity,ci_source,data_vintage,idBbGlobalCompanyName,sector,vol_annual,max_drawdown,sharpe_ratio,beta,beta_band_score,m01_score,m02_score,m03_score,m04_score,composite_financial_score,metric_nan_count,m01_vol_flag,m02_mdd_flag,m03_sharpe_flag,m04_beta_flag,g1_data_sufficiency,g2_margins,g3_cashflow,g4_leverage,g5_investability,gate_verdict,financial_verdict,exclusion_reason,annual_volatility_pct,max_drawdown_pct,beta_vs_benchmark,data_vintage_fin,rf_rate_assumption,benchmark_used,encore_score,aqueduct_score,biodiversity_score,nature_risk_tier,taxonomy_eligible_pct,taxonomy_aligned_pct,euTaxnmyEstmatdDnshMitgtnLevl1,euTaxnmyEstmatdDnshMitgtnLevl2,euTaxnmyEstmatdDnshAdapttnLevl1,euTaxnmyEstmatdDnshAdapttnLevl2,gw_exclude,gw_watchlist
NEM,NEM.DE,Nemetschek SE,Technology & Communications,Average,16.45,Low,Medium,3,0,PASS,True,False,False,False,,138.0,-0.246411667074216,40.08438818565401,24.39,57.77,73.39,40.08,16.72,sector_median_imputed,2026-05-20,Nemetschek SE,Technology,0.3823,-0.6163,0.0124,1.2151,50.0,14.107883817427393,92.5311203319502,13.278008298755188,50.0,44.56,0.0,soft_flag,soft_flag,soft_flag,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,38.23,-61.63,1.2151,2026-05-20,0.025,^STOXX,1.5,2.0,17.5,Low,0.0,0.0,22.22,,14.29,20.0,False,False
HIJ2,ARCAD.AS,Arcadis NV,Infrastructure,Average,15.8,Low,Medium,3,0,PASS,True,False,False,False,,41.0,0.3034581062246457,83.12236286919831,54.29,95.69,69.14,83.12,19.57,sector_median_imputed,2026-05-20,Arcadis NV,Industrials,0.2885,-0.6002,-0.0396,1.0689,100.0,51.86721991701245,90.8713692946058,12.448132780082988,100.0,61.37,0.0,ok,soft_flag,hard_exclude,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,28.85,-60.02,1.0689,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,66.67,,28.57,,False,False
NXG,NXT.L,Next plc,Consumer Goods,Average,16.84,Low,Medium,3,0,PASS,True,False,False,False,,79.0,0.1669190664266716,67.08860759493672,58.9,56.21,65.36,67.09,0.0,sector_median_imputed,2026-05-20,Next PLC,Consumer Discretionary,0.2634,-0.4796,0.2519,0.9354,100.0,65.14522821576764,73.02904564315352,23.651452282157678,100.0,62.03,0.0,ok,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,26.34,-47.96,0.9354,2026-05-20,0.025,^STOXX,2.0,2.0,25.0,Low,0.0,,55.56,25.0,71.43,80.0,False,False
SIKA,SIKA.SW,Sika AG,Resource Transformation,Average,21.7,Medium,Good,2,1,PASS,True,False,False,False,,85.0,0.1275609768776536,64.55696202531645,73.11,52.09,36.53,64.56,2149.74,sector_median_imputed,2026-05-20,Sika AG,Materials,0.2821,-0.6525,-0.5329,1.3403,25.0,55.60165975103735,95.4356846473029,0.4149377593360996,25.0,44.88,0.0,ok,soft_flag,hard_exclude,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,28.21,-65.25,1.3403,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,,77.78,,57.14,,False,False
NOA3,NOKIA.HE,Nokia Oyj,Technology & Communications,Average,9.57,Negligible,Good,3,0,PASS,True,False,False,False,,109.0,-0.0676599143023529,53.58649789029536,44.72,56.75,60.22,53.59,16.72,sector_median_imputed,2026-05-20,Nokia Oyj,Technology,0.3282,-0.4767,0.6451,1.0525,100.0,35.26970954356847,72.19917012448133,74.68879668049793,100.0,71.12,0.0,ok,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,32.82,-47.67,1.0525,2026-05-20,0.025,^STOXX,1.5,2.0,17.5,Low,0.0,,66.67,,57.14,60.0,False,False
04Q,NDA-FI.HE,Nordea Bank Abp,Financials,Below Average,13.14,Low,Good,2,1,PASS,True,False,False,True,Truvalue=Below Average,28.0,0.3759485406335493,88.60759493670885,78.15,56.96,57.11,88.61,0.72,sector_median_imputed,2026-05-20,Nordea Bank Abp,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,71.43,,False,False
NDX1,NDX1.DE,Nordex SE,Renewable Resources & Alternative Energy,Average,20.51,Medium,Good,2,1,PASS,True,False,False,False,,162.0,-0.4293955928946265,29.11392405063291,51.43,30.86,15.28,29.11,277.65500000000003,sector_median_imputed,2026-05-20,Nordex SE,Energy,0.4678,-0.5968,0.3464,1.0821,100.0,2.904564315352701,89.6265560165975,34.85477178423236,100.0,57.93,0.0,soft_flag,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,46.78,-59.68,1.0821,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,100.0,,77.78,,42.86,40.0,False,False
IMI1,IMI.L,IMI plc,Resource Transformation,Average,23.0,Medium,Medium,2,1,PASS,True,False,False,False,,52.0,0.2668177757196764,78.48101265822784,78.15,51.15,46.12,78.48,19.57,sector_median_imputed,2026-05-20,IMI PLC,Industrials,0.2571,-0.4172,0.2961,1.2753,50.0,67.63485477178423,59.33609958506224,27.800829875518676,50.0,49.67,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,25.71,-41.72,1.2753,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,66.67,,57.14,,False,False
N0S,NOD.OL,Nordic Semiconductor ASA,Technology & Communications,Above Average,12.11,Low,Medium,3,0,PASS,True,False,False,False,,130.0,-0.2053780798002847,43.45991561181435,60.23,46.86,19.42,43.46,16.72,sector_median_imputed,2026-05-20,Nordic Semiconductor ASA,Technology,0.5319,-0.7545,-0.0737,1.4664,0.0,0.8298755186721962,98.7551867219917,10.37344398340249,0.0,32.9,0.0,soft_flag,hard_exclude,hard_exclude,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M02:mdd<-70%; M03:sharpe<0,53.19,-75.45,1.4664,2026-05-20,0.025,^STOXX,1.5,2.0,17.5,Low,0.0,0.0,77.78,,14.29,,False,False
NOT,NOVN.SW,Novartis AG,Health Care,Average,10.9,Low,Good,3,0,PASS,True,False,False,False,,94.0,0.048141223697409,60.75949367088608,44.91,75.32,64.47,60.76,7.99,sector_median_imputed,2026-05-20,Novartis AG,Health Care,0.1773,-0.1686,0.5989,0.546,75.0,95.850622406639,0.8298755186721962,70.12448132780082,75.0,55.46,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,17.73,-16.86,0.546,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,71.43,,False,False
GZF,ENGI.PA,ENGIE S.A.,Infrastructure,Average,23.5,Medium,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,629.82,sector_median_imputed,2026-05-20,Engie SA,Utilities,,,,,,,,,,,,,,,,PASS,PASS,FAIL,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX,3.5,4.0,67.5,High,10.0,,77.78,,85.71,80.0,False,False
ANI,AMUN.PA,Amundi SA,Financials,Average,19.5,Low,Good,3,0,PASS,True,False,False,False,,88.0,0.1102739975768031,63.29113924050633,78.15,43.54,29.93,63.29,0.72,sector_median_imputed,2026-05-20,Amundi SA,Financials,0.2597,-0.4578,0.2344,1.3378,25.0,66.39004149377593,66.39004149377593,21.57676348547718,25.0,44.67,0.0,ok,soft_flag,ok,elevated_high,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,25.97,-45.78,1.3378,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,71.43,,False,False
SEO,SRP.L,Serco Group plc,Technology & Communications,Average,18.4,Low,Medium,3,0,PASS,True,False,False,False,,111.0,-0.0743016455963095,52.74261603375528,42.9,59.72,60.98,52.74,16.72,sector_median_imputed,2026-05-20,Serco Group PLC,Technology,0.2277,-0.2917,0.5083,0.6786,100.0,80.91286307053942,21.161825726141075,58.09128630705395,100.0,59.96,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.77,-29.17,0.6786,2026-05-20,0.025,^STOXX,1.5,2.0,17.5,Low,25.0,,77.78,,100.0,100.0,False,False
FTE,ORA.PA,Orange SA,Technology & Communications,Average,17.2,Low,Good,3,0,PASS,True,False,False,False,,148.0,-0.3272409205813537,35.0210970464135,37.88,62.91,35.16,35.02,16.72,sector_median_imputed,2026-05-20,Orange SA,Communications,0.1614,-0.2003,0.9683,0.1405,,97.9253112033195,2.489626556016603,96.2655601659751,,64.21,1.0,ok,ok,ok,soft_flag_review,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,16.14,-20.03,0.1405,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,,77.78,,42.86,40.0,False,False
ECN,RS1.L,RS Group PLC,Technology & Communications,Above Average,6.2,Negligible,Good,3,0,PASS,True,False,False,False,,112.0,-0.0854031454591863,52.32067510548524,28.76,92.77,66.52,52.32,19.57,sector_median_imputed,2026-05-20,RS GROUP PLC,Industrials,0.3012,-0.6115,-0.3526,1.2754,50.0,45.64315352697096,92.11618257261412,1.6597510373443984,50.0,47.26,0.0,ok,soft_flag,hard_exclude,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,30.12,-61.15,1.2754,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,55.56,,85.71,,False,False
472,CLNX.MC,Cellnex Telecom S.A.,Technology & Communications,Average,13.3,Low,Good,3,0,PASS,True,False,False,False,,131.0,-0.214497543502134,43.03797468354431,47.11,54.44,37.91,43.04,19.57,sector_median_imputed,2026-05-20,Cellnex Telecom SA,Industrials,0.2799,-0.5897,-0.428,0.7796,100.0,57.67634854771784,88.79668049792531,0.8298755186721992,100.0,58.42,0.0,ok,soft_flag,hard_exclude,target_band,PASS,SOFT_FLAG,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,EXCLUDED_METRIC,M03:sharpe<0,27.99,-58.97,0.7796,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,,,66.67,,28.57,,False,False
RTZ,PAF.L,Pan African Resources PLC,Extractives & Minerals Processing,Average,44.72,Severe,Medium,2,1,PASS,True,False,True,,,,,,0.0,0.0,0.0,0.0,2149.74,sector_median_imputed,2026-05-20,Pan African Resources PLC,Materials,0.4787,-0.4989,0.7605,0.5023,75.0,2.0746887966805048,75.51867219917013,86.30705394190872,75.0,63.96,0.0,soft_flag,soft_flag,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,47.87,-49.89,0.5023,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,11.11,,14.29,,False,False
P2H,PGHN.SW,Partners Group Holding AG,Financials,Above Average,22.97,Medium,Medium,2,1,PASS,True,False,False,False,,117.0,-0.1169809027594735,50.21097046413502,78.15,43.75,0.0,50.21,0.72,sector_median_imputed,2026-05-20,Partners Group Holding AG,Financials,0.3072,-0.5318,-0.2286,1.496,0.0,42.73858921161826,78.83817427385893,4.149377593360995,0.0,33.44,0.0,ok,soft_flag,hard_exclude,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,30.72,-53.18,1.496,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,55.56,25.0,42.86,40.0,False,False
P55,PLUS.L,Plus500 Ltd.,Financials,Below Average,22.06,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,0.72,sector_median_imputed,2026-05-20,Plus500 Ltd,Financials,0.2396,-0.3404,0.8097,0.4498,75.0,75.93360995850622,34.43983402489627,90.04149377593362,75.0,67.53,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,23.96,-34.04,0.4498,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,44.44,,14.29,,False,False
B3K,ACKB.BR,Ackermans & van Haaren NV,Financials,Average,8.9,Negligible,Medium,3,0,PASS,True,False,False,False,,224.0,-1.112944850684872,0.4219409282700421,6.47,36.62,4.61,0.42,19.57,sector_median_imputed,2026-05-20,Ackermans & van Haaren NV,Industrials,0.1924,-0.2708,0.7027,0.8416,100.0,93.7759336099585,16.59751037344398,80.70539419087137,100.0,67.95,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,19.24,-27.08,0.8416,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,15.0,55.56,25.0,28.57,40.0,False,False
ENA,ELE.MC,Endesa S.A.,Infrastructure,Below Average,21.5,Medium,Good,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,629.82,sector_median_imputed,2026-05-20,Endesa SA,Utilities,0.2135,-0.3094,0.6009,0.5761,75.0,85.89211618257261,25.726141078838168,70.53941908713693,75.0,61.06,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,21.35,-30.94,0.5761,2026-05-20,0.025,^STOXX,3.5,4.0,67.5,High,10.17,27.2,66.67,50.0,42.86,40.0,False,False
7PI,PST.MI,Poste Italiane SpA,Financials,Average,14.39,Low,Medium,3,0,PASS,True,False,False,False,,60.0,0.2473730028541358,75.10548523206751,78.15,60.38,38.29,75.11,19.57,sector_median_imputed,2026-05-20,Poste Italiane SpA,Industrials,,,,,,,,,,,,,,,,PASS,PASS,DATA-INCOMPLETE,FAIL,PASS,GATE_FAIL,EXCLUDED_GATE,G4:excess_leverage,,,,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,1.94,,77.78,,57.14,40.0,False,False
FO4N,AGS.BR,ageas SA/NV,Financials,Average,12.5,Low,Medium,3,0,PASS,True,False,False,False,,64.0,0.2429921321177025,73.41772151898735,78.15,61.2,37.25,73.42,0.72,sector_median_imputed,2026-05-20,Ageas SA/NV,Financials,0.2267,-0.2533,0.4279,0.8977,100.0,82.15767634854771,11.61825726141079,47.71784232365145,100.0,54.23,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.67,-25.33,0.8977,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,28.57,,False,False
AXA,CS.PA,AXA SA,Financials,Average,17.0,Low,Good,3,0,PASS,True,False,False,False,,22.0,0.4174992433347713,91.13924050632912,78.15,66.74,56.97,91.14,0.72,sector_median_imputed,2026-05-20,AXA SA,Financials,0.213,-0.2439,0.697,0.9932,100.0,86.30705394190872,9.543568464730283,79.25311203319502,100.0,63.9,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,21.3,-24.39,0.9932,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,66.67,,100.0,,False,False
RTO1,RTO.L,Rentokil Initial plc,Services,Average,13.9,Low,Good,3,0,PASS,True,False,False,False,,39.0,0.3205105762971347,83.96624472573839,78.15,45.96,56.13,83.97,19.57,sector_median_imputed,2026-05-20,Rentokil Initial PLC,Industrials,0.322,-0.5274,-0.0876,0.8484,100.0,38.17427385892116,78.21576763485477,8.71369294605809,100.0,53.71,0.0,ok,soft_flag,hard_exclude,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,32.2,-52.74,0.8484,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,55.56,,71.43,,False,False
REJA,REY.MI,Reply S.p.A.,Technology & Communications,Average,19.77,Low,Medium,3,0,PASS,True,False,False,False,,142.0,-0.2662360995806697,37.9746835443038,62.13,52.1,4.97,37.97,16.72,sector_median_imputed,2026-05-20,Reply SpA,Technology,0.3361,-0.5709,-0.133,1.2734,50.0,32.780082987551864,85.89211618257261,7.883817427385892,50.0,44.69,0.0,ok,soft_flag,hard_exclude,elevated,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,EXCLUDED_METRIC,M03:sharpe<0,33.61,-57.09,1.2734,2026-05-20,0.025,^STOXX,1.5,2.0,17.5,Low,13.09,,77.78,,14.29,20.0,False,False
REP,REP.MC,Repsol SA,Extractives & Minerals Processing,Average,28.22,Medium,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,277.65500000000003,sector_median_imputed,2026-05-20,Repsol SA,Energy,0.2729,-0.362,0.6768,0.5292,75.0,61.410788381742734,40.66390041493776,77.59336099585063,75.0,62.76,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.29,-36.2,0.5292,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,,77.78,,57.14,,False,False
E7V,RXL.PA,Rexel SA,Resource Transformation,Average,13.02,Low,Good,3,0,PASS,True,False,False,False,,81.0,0.1626815635142608,66.24472573839662,78.15,43.73,36.7,66.24,19.57,sector_median_imputed,2026-05-20,Rexel SA,Industrials,0.3295,-0.3281,0.4745,1.5495,0.0,34.64730290456431,30.70539419087137,53.52697095435685,0.0,32.2,0.0,ok,ok,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,32.95,-32.81,1.5495,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,,0.0,66.67,,28.57,,False,False
RIO1,RIO.L,Rio Tinto plc,Extractives & Minerals Processing,Average,22.22,Medium,Medium,2,1,PASS,True,False,False,False,,135.0,-0.2378022338599763,41.35021097046413,33.75,51.4,61.04,41.35,2149.74,sector_median_imputed,2026-05-20,Rio Tinto PLC,Materials,0.2706,-0.3533,0.0802,0.8427,100.0,63.27800829875518,38.17427385892116,14.937759336099584,100.0,48.59,0.0,ok,ok,soft_flag,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.06,-35.33,0.8427,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,,55.56,0.0,57.14,40.0,False,False
LOR,OR.PA,L'Oreal S.A.,Consumer Goods,Average,17.0,Low,Good,3,0,PASS,True,False,False,False,,45.0,0.2856205576830747,81.43459915611815,65.16,87.42,51.64,81.43,85.39,sector_median_imputed,2026-05-20,L'Oreal SA,Consumer Staples,0.2439,-0.2992,-0.0463,1.0063,100.0,73.44398340248962,22.40663900414937,11.618257261410788,100.0,44.9,0.0,ok,ok,hard_exclude,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,24.39,-29.92,1.0063,2026-05-20,0.025,^STOXX,3.0,3.0,50.0,Medium,,0.0,55.56,,71.43,,False,False
SR9,SREN.SW,Swiss Re AG,Financials,Average,13.6,Low,Good,3,0,PASS,True,False,False,False,,12.0,0.4753184826412814,95.35864978902954,78.15,51.74,73.14,95.36,0.72,sector_median_imputed,2026-05-20,Swiss Re AG,Financials,0.2197,-0.2674,0.5255,0.8502,100.0,84.64730290456431,15.767634854771783,60.58091286307054,100.0,59.83,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,21.97,-26.74,0.8502,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,100.0,,False,False
BDSB,SAB.MC,Banco de Sabadell SA,Financials,Below Average,13.4,Low,Medium,2,1,PASS,True,False,False,True,Truvalue=Below Average,155.0,-0.3540135900924877,32.06751054852321,28.8,63.61,47.88,32.07,0.85,bloomberg_calc,2026-05-20,Banco de Sabadell SA,Financials,0.3641,-0.3702,0.9602,1.1938,50.0,18.67219917012449,42.94605809128631,95.850622406639,50.0,55.37,0.0,soft_flag,ok,ok,elevated,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,36.41,-37.02,1.1938,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,88.89,,42.86,,False,False
VHM,SCYR.MC,Sacyr SA,Infrastructure,Average,19.05,Low,,2,0,PASS,True,False,False,False,,160.0,-0.3971391941861981,29.957805907173,42.32,68.85,14.47,29.96,19.57,sector_median_imputed,2026-05-20,Sacyr SA,Industrials,,,,,,,,,,,,,,,,PASS,PASS,DATA-INCOMPLETE,FAIL,PASS,GATE_FAIL,EXCLUDED_GATE,G4:excess_leverage,,,,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,66.67,50.0,28.57,20.0,False,False
JEP,SALM.OL,SalMar ASA,Food & Beverage,Average,21.68,Medium,Medium,2,1,PASS,True,False,False,False,,175.0,-0.537971947271432,22.78481012658228,24.94,44.08,41.97,22.78,85.39,sector_median_imputed,2026-05-20,Salmar ASA,Consumer Staples,0.344,-0.5873,0.0467,0.5225,75.0,28.21576763485477,87.55186721991701,14.107883817427386,75.0,51.14,0.0,ok,soft_flag,soft_flag,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,34.4,-58.73,0.5225,2026-05-20,0.025,^STOXX,3.0,3.0,50.0,Medium,,,66.67,,42.86,,False,False
P7S,PSPN.SW,PSP Swiss Property AG,Infrastructure,Above Average,14.0,Low,Medium,3,0,PASS,True,False,False,False,,90.0,0.084584214402413,62.44725738396625,57.41,72.87,47.76,62.45,16.72,sector_median_imputed,2026-05-20,PSP Swiss Property AG,Real Estate,0.1612,-0.2623,0.3536,0.3809,,98.3402489626556,13.69294605809128,35.26970954356847,,49.36,1.0,ok,ok,ok,soft_flag_review,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,16.12,-26.23,0.3809,2026-05-20,0.025,^STOXX,2.8,2.0,37.0,Medium,8.2,,88.89,25.0,71.43,80.0,False,False
IHCB,SBMO.AS,SBM Offshore NV,Extractives & Minerals Processing,Average,19.1,Low,Medium,3,0,PASS,True,False,False,False,,8.0,0.5029388109485831,97.0464135021097,78.15,92.5,53.46,97.05,277.65500000000003,sector_median_imputed,2026-05-20,SBM Offshore NV,Energy,0.2615,-0.2196,0.7815,0.689,100.0,65.97510373443984,5.809128630705402,87.96680497925311,100.0,61.33,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,26.15,-21.96,0.689,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,100.0,,False,False
SQG,SFZN.SW,Siegfried Holding AG,Health Care,Average,16.52,Low,Good,3,0,PASS,True,False,False,False,,195.0,-0.8036073036966271,14.34599156118143,14.99,36.33,29.76,14.35,70.09,bloomberg_calc,2026-05-20,Siegfried Holding AG,Health Care,0.2975,-0.4137,-0.0853,0.914,100.0,47.30290456431535,56.43153526970954,9.12863070539419,100.0,49.13,0.0,ok,ok,hard_exclude,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,29.75,-41.37,0.914,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,66.67,,14.29,,False,False
K900,LOOMIS.ST,Loomis AB,Services,Average,21.5,Medium,Medium,2,1,PASS,True,False,False,False,,192.0,-0.7470665901100093,15.61181434599156,6.47,46.61,46.89,15.61,19.57,sector_median_imputed,2026-05-20,Loomis AB,Industrials,0.2818,-0.2814,0.4301,0.8267,100.0,56.01659751037344,18.67219917012449,48.13278008298755,100.0,51.24,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,28.18,-28.14,0.8267,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,,,22.22,,28.57,,False,False
SU1N,SPSN.SW,Swiss Prime Site AG,Infrastructure,Above Average,11.7,Low,Medium,3,0,PASS,True,False,False,False,,35.0,0.331561509744561,85.65400843881856,56.64,94.6,69.14,85.65,16.72,sector_median_imputed,2026-05-20,Swiss Prime Site AG,Real Estate,0.1563,-0.2504,0.5574,0.4122,75.0,98.7551867219917,11.203319502074692,65.97510373443983,75.0,57.9,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,15.63,-25.04,0.4122,2026-05-20,0.025,^STOXX,2.8,2.0,37.0,Medium,0.0,,77.78,33.33,57.14,60.0,False,False
EF3,FGR.PA,Eiffage SA,Infrastructure,Average,26.7,Medium,Medium,2,1,PASS,True,False,False,False,,141.0,-0.2610916109298152,38.39662447257383,53.13,58.63,18.38,38.4,19.57,sector_median_imputed,2026-05-20,Eiffage SA,Industrials,0.2248,-0.2078,0.3438,0.9698,100.0,82.98755186721992,3.319502074688799,33.60995850622407,100.0,47.68,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.48,-20.78,0.9698,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,77.78,33.33,42.86,40.0,False,False
ENR,ENR.DE,Siemens Energy AG,Resource Transformation,Below Average,13.57,Low,Good,2,1,PASS,True,False,False,True,Truvalue=Below Average,221.0,-1.026234414085654,1.687763713080169,6.47,36.62,15.98,1.69,19.57,sector_median_imputed,2026-05-20,Siemens Energy AG,Industrials,0.5381,-0.7446,0.6568,1.5165,0.0,0.4149377593360981,98.3402489626556,75.93360995850622,0.0,52.37,0.0,soft_flag,hard_exclude,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M02:mdd<-70%,53.81,-74.46,1.5165,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,33.84,,11.11,,28.57,20.0,False,False
QS2A,SMIN.L,Smiths Group Plc,Resource Transformation,Average,29.38,Medium,Medium,2,1,PASS,True,False,False,False,,161.0,-0.4263973038309152,29.53586497890296,6.47,96.8,60.28,29.54,19.57,sector_median_imputed,2026-05-20,Smiths Group PLC,Industrials,0.2249,-0.2287,0.3171,0.942,100.0,82.57261410788382,6.639004149377598,30.29045643153527,100.0,47.59,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.49,-22.87,0.942,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,66.67,,100.0,100.0,False,False
4SP,SPIE.PA,SPIE SA,Infrastructure,Average,11.61,Low,Medium,3,0,PASS,True,False,False,False,,137.0,-0.2389993294274466,40.50632911392405,37.37,57.66,50.68,40.51,19.57,sector_median_imputed,2026-05-20,SPIE SA,Industrials,0.2477,-0.2339,0.7164,0.9609,100.0,71.78423236514523,7.676348547717836,82.57261410788381,100.0,61.43,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.77,-23.39,0.9609,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,41.7,66.67,,28.57,,False,False
